texto,texto_traduzido
"Festa de ano novo com open bar e open food. Tinha tudo para ser perfeito, porém acredito que venderam mais ingressos que a capacidade da casa, pois a noite toda as pessoas se esbarrando, fila para banheiro e para comida. A água acabou, demorou um pouco, mas compraram mais. Após a meia noite pedi um copo descartável e veio molhado. O atendente disse que estava molhada porque tinham lavado! Não tive coragem de pegar, pois não parecia que havia sido lavado e sim apenas enxaguado. Em fim, acredito que se não fosse a super lotação, a experiência teria sido ótima!","New Year's party with open bar and open food. It had everything to be perfect, but I believe they sold more tickets than the capacity of the house, because all night people bumping into, queue for bathroom and food. The water is over, it took a while, but they bought more. After midnight I ordered a disposable glass and came wet. The attendant said he was wet because they had washed! I didn't have the courage to catch because it didn't seem like it had been washed but just rinsed. In the end, I believe that if it wasn't for the super stock, the experience would have been great!"
Venderam mais ingressos que a capacidade pra festa de ano novo. Falaram que eram 22 mesas internas e agora ninguém consegue nem andar direito no salão. Água acabou antes da meia noite. Ceia foi servida fria. Pessoas amontoadas nas mesas sem conforto. As pessoas sentadas tomando esbarrão o tempo todo. Decepcionante. Não recomendo.,They sold more tickets than the ability to New Year's party. They said there were 22 internal tables and now no one can even walk in the hall. Water ended before midnight. Supper was served cold. People huddled at the tables without comfort. People sitting taking bumping all the time. Disappointing. I do not recommend.
A entrada é muito lenta. Precisa algo mais dinâmico. O resto é  excelente,The input is very slow. It needs something more dynamic. The rest is excellent
"Excelente, muito bom música muito boa ao vivo, vou retornar em breve.","Excellent, very good very good music live, I will return soon."
A cerveja mais gelada da região. Os espetos mais gostosos da região. O melhor atendimento da região. O melhor custo benefício da região.,The coldest beer in the region. The most delicious skewers in the region. The best service in the region. The best cost benefit of the region.
"Muito profissional, higiene, perfeito para ouvir música eletrônica e ao vivo.","Very professional, hygiene, perfect for listening to electronic and live music."
"Noite de ""Clube Retrô"" é sempre muito boa e animada.","""Retro club"" night is always very good and lively."
Péssimo atendimento ao cliente. O garçom finge que não te vê e você não consegue pedir absolutamente nada.,Bad customer service. The waiter pretends to see you and you can not ask for absolutely anything.
Bom local para ouvir música ao vivo.,Good place to listen to live music.
Ambiente muito bom com. Delicia de acompanhamentos,Very good environment with. Delight of follow -ups
"Ótimo ambiente, variedades de petiscos e cerveja gelada...","Great atmosphere, varieties of snacks and cold beer ..."
Melhor música ao vivo de Goiânia,Best Live Music of Goiânia
O melhor rock no domingão goianiense!,The best rock on Domingão Goianiense!
Sempre bem atendido,Always well attended
"Além  de bom atendimento,  o local possui alguns dias disponíveis para eventos..","In addition to good service, the place has a few days available for events."
Ótima casa do rock de Goiânia!,Great Rock House of Goiânia!
"Ambiente agradável, ótima localização...","Nice atmosphere, great location ..."
Muito bom,Very good
Só fui ver o Liga Joe,I just went to see the Joe League
Bom atendimento,Good service
Excelente,Great
"Em primeiro lugar, Michael você salvou o rolê.","Firstly, Michael you saved the roll."
Muito bom,Very good
Melhor lugar!,Best place!
Top top,Top top
Regular,Regular
Maravilha,Wonder
"Tem Bar de Rock em Goiânia Sim Sinhô!
Na terra do Sertanejo quem tem um Mandacaru Rock Bar é da Realeza, ótimo atendimento,com simpatia e eficiência, ambiente arejado, chopp gelado, cerveja artesanal de qualidade e para profissionais ( se eu não lembro eu não fiz), o hambúrguer nem sei o que dizer, quero é comer, levíssimo, perfeito para tomar cerveja.
E o principal música boa e da melhor qualidade com nosso velho e booom Rock🤟🏾
Tudo isso com preços acessíveis!!🖤","There is rock bar in Goiânia yes Sinhô!
In the land of the sertanejo who has a mandacaru rock bar is royalty, great service, sympathy and efficiency, airy environment, cold beer, quality craft beer and for professionals (if I don't remember I didn't), the hamburger I don't even know the What to say, I want to eat, very light, perfect for having beer.
And the main good song and the best quality with our old and booom rock🤟🏾
All this with affordable prices !! 🖤"
"Péssimo bar, atendimento horrível. NADA ACONCHEGANTE, tudo mentira! Quem avaliou, provavelmente foi o dono. Pior lugar da região Norte! Amo rock, e isso não é referência nunca de rock. Cuidem do dinheiro de vocês e façam valer a pena indo a qualquer outro lugar!","Bad bar, horrible service. Nothing cozy, all lie! Who evaluated, was probably the owner. Worst place in the northern region! I love rock, and this is never a reference of rock. Take care of your money and make it worthwhile going anywhere else!"
"Bom atendimento
Porções de petiscos generosas
Música boa
Ambiente agradável","Good service
Portions of generous snacks
Good music
Pleasant environment"
"Excelente bar! A comida é muito gostosa e os preços são excelentes. Sempre que venho, sou bem atendido, as bebidas são bem geladas e as vezes até rola um som ao vivo. Boa pedida na região.","Excellent bar! The food is very tasty and the prices are excellent. Whenever I come, I am well attended, the drinks are very cold and sometimes there is a live sound. Good choice in the region."
"Ambiente agradável e tranquilo, música legal, preços ótimos, comida e bebida boa, atendimento de qualidade.","Nice and quiet atmosphere, cool music, great prices, good food and drink, quality service."
"Excelente local , chopp gelado, comida top e excelente atendimento","Excellent place, ice beer, top food and excellent service"
"Lugar bastante amigável e atrativo. Preços bons, comida boa e ótimo atendimento.","Very friendly and attractive place. Good prices, good food and great service."
"Melhor sanduíche da vida, ponto sempre perfeito, baconese ❤️❤️❤️ melhor atendimento, o amorzinho da minha vida, chopp de vinho, Pilsen, Sour, tudo maravilhoso ❤️","Best sandwich in life, always perfect point, baconess ❤️❤️❤️ Best service, the sweetheart of my life, wine draft, pilsen, sour, all wonderful ❤️"
"Muito bom, lugar calmo com ótimo Chopp, comida e atendimento.","Very good, calm place with great beer, food and service."
"""O melhor sanduiche gourmet que já comi e o preço maravilhoso, ótimas bebidas, ambiente e musica agradável.""","""The best gourmet sandwich I've ever eaten and the wonderful price, great drinks, environment and pleasant music."""
"Lugar ótimo, bom atendimento, acesso a ônibus , ambiente super descontraído, playlist de rock , muito bom","Great place, good service, bus access, super relaxed atmosphere, rock playlist, very good"
"Mandacaru Rock Bar super indico, lugar excelente","Mandacaru Rock Bar Super Indico, excellent place"
Muito bom!,Very good!
Lugar maravilhoso,Wonderful place
"O banheiro das mulheres é f r u s t a n t e. Tem uma janela quebrada que da acesso para observarmos homens em outro ambiente, e o que leva a eles nos observarem também, só que literalmente, fazendo xixi. É a pior coisa que já vi em um ambiente. Como fazer suas necessidades, sem privacidade???

Fora isso, a casa é muito boa pra dançar, e aproveitar a noite bastante. O método de pedido: pedir e pagar na hora. É excelente!! Quando eu fui.. o dj foi excelente. Tocou de funk/ pagode/ axé/ sertanejo/ eletrônica.. o atendimento também é muito bom, caso alguém esteja reclamando, recomendo perguntar o nome das meninas e pedirem com educação(o mínimo né galera.) enfim, a minha ÚNICA reclamação, é realmente com o banheiro.","The women's bathroom is f r u s t a n t e. There is a broken window that gives us access to observing men in another environment, and what leads them to watch us too, only literally, peeing. It's the worst thing I've ever seen in an environment. How to do your needs without privacy ???

Other than that, the house is very good to dance, and enjoy the night a lot. The request method: ask and pay on time. It is excellent!! When I went .. The DJ was excellent. Played funk/ pagode/ axé/ country/ electronics .. the service is also very good, if someone is complaining, I recommend asking the names of the girls and ask with education (the minimum right guys.) Anyway, my only complaint, is Really with the bathroom."
"Ótimo ambiente, serviço nota 10, música boa, mas a comida deixou um pouco a desejar","Great atmosphere, service 10, good music, but the food left a little to be desired"
